Report generated on: 04-08-2024 05:36:21
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"","refined petroleum products consumption (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-2-MOZ-TBPD.A","        Mozambique","","","","","","","","12.999999999","11.000000001","12.999999999","12.999999999","12","12.999999999","6.68471","6.78471","9.7","8","7","6.92323","6.88448","6.78471","6.48471","7.08471","7.08448","7.28471","7.6","7.9","10.64647540983606","11.309780821917814","10.208657534246576","12.852054794520539","10.967978142076507","11.012876712328769","11.746794520547937","14.905698630136992","13.310983606557373","15.00035616438353","16.100465753424682","18.122328767123275","17.51330601092895","20.308947945205492","23.411150684931208","28.481534246575","42.299068493151","46.01909589043269","33.53906849315042","35.375232876713","30.217904970620694","38.95071830612799","40.17525536965984"
"INTL.54-2-NAM-TBPD.A","        Namibia","","","","","","","","--","--","--","--","--","--","--","--","--","--","15.2","6.90516","7","8.6","8.4","8.4","8.9","9.4","10.1","14.8","13.32461748633879","16.300438356164385","14.332328767123283","15.118821917808221","15.493333333333332","16.660164383561636","16.280684931506848","16.928301369863014","18.65333333333331","19.712136986301328","20.96643835616434","21.495041095890407","21.784808743169414","23.343808219178072","24.620082191780856","26.720383","26.718413","26.667260274055","27.178191780986","26.473178082192","25.27767183606557","23.911741878970904","24.66349458630138"
"INTL.54-2-NRU-TBPD.A","        Nauru","","","","","","","","0.900000001","0.900000001","0.900000001","0.900000001","0.900000001","0.900000001","0.86131","0.86131","0.86114","0.86131","0.86131","0.86131","0.86114","0.86131","0.86131","0.96131","0.96114","0.96131","0.96131","0.9613150684931507","0.720459016393443","0.6507671232876715","0.6107945205479453","0.5465863013698635","0.5109098360655736","0.5007890410958906","0.3613824657534242","0.3534819178082193","0.3591699453551916","0.3513342465753422","0.3709860273972609","0.36625369863","0.3894959203542514","0.4572575342460281","0.4947671232880141","0.528470712328","0.580531493151","0.45238630138999997","0.530667671132","0.43089260274","0.408364890710382","0.4483380821917809","0.47002014520547947"
"INTL.54-2-NPL-TBPD.A","        Nepal","","","","","","","","2","2","3.000000002","3.000000002","3.000000002","2.499999999","3.80957","4.20941","4.06338","4.0979","4.00898","5.07866","5.8613","5.9","7","7.2","9.1","11.1","14.3","15.3","14.908715846994546","15.257863013698632","15.138520547945193","15.672410958904123","15.137513661202187","15.798000000000002","14.409863013698613","13.67216438356164","16.729125683060115","19.927013698630105","21.937534246575304","22.8494520547945","24.856338797814203","27.07830136986302","30.021726027397268","25.398985","43.482376","49.404547945179","56.086958904055","49.441068493152","46.85630462150542","59.41088787757382","62.28404936173939"
"INTL.54-2-NLD-TBPD.A","        Netherlands","","","","","","","","792.1","731","642","613","590.027323","609.531508","675.369863","690.60822","722.546448","715.378082","788.652055","787.257533","799.800547","802.035618","825.484932","834.265753","850.330603","881.983562","888.20274","903.81096","918.838798","950.210959","978.745206","1001.375342","1025.729508","1053.150685","1079.243836","1086.246575","1039.169399","985.88767","991.342467","996.980822","968.289616","939.813699","930.613699","928.076713","931.439891","939.512329","924.512329","900.128766","856.693989","852.649314","862"
"INTL.54-2-NLDA-TBPD.A","        Netherlands Antilles","","","","","","","","109.000000001","99.999999999","95","88.999999999","85","71","69.4","69","65","68.5","67","63.8","62.9","62.9","65.3","69.5","68.5","73","73.9","72.3","85.00318907103824","87.5743736986302","84.84916164383569","84.22556493150687","87.32260327868848","90.81081315068498","91.56963068493151","96.92493260273974","96.44121420765023","92.6176789041096","79.47327342465759","89.87162630136979","83.3509539726028","83.68338191780828","84.519178630137","86.70864986301376","87.3","88.154935","88.698946","89.23010513972602","75.14251054098362","79.9755260520548","84.16355538832632"
"INTL.54-2-NCL-TBPD.A","        New Caledonia","","","","","","","","9.999999999","9.999999999","7","6.000000001","7","6.299999999","6.8043","7.30516","6.70515","7.30516","7.71189","8.16614","8.59505","8.5953","8.2953","8.2953","8.69505","8.6953","8.6953","8.695315068493152","10.637663934426232","10.270427397260281","11.45842465753425","12.614712328767123","12.156726775956292","13.89625753424658","13.547460273972607","14.859093150684927","14.732030054644806","14.927761643835627","15.29800821917808","14.549288767123285","15.83722060273224","17.53934810958905","20.48523647123288","18.979059","19.190618","17.92405205479452","19.247746575342468","19.326227397259","18.315726285403994","14.855863833437807","15.57430605285778"
"INTL.54-2-NZL-TBPD.A","        New Zealand","","","","","","","","91.37","85","82","82","84.642077","81.895891","83.380822","90.183562","94.43989","99.098631","106.69863","104.047271","109.448089","109.904109","120.131507","125.358904","125.087432","128.575342","129.372069","131.046575","133.822405","134.882191","140.384093","145.74173","150.273224","152.761645","154.342466","155.739726","157.5847","151.010959","152.29863","152.704108","151.765027","154.512328","156.213699","160.747946","168.371585","176.641095","179.50685","184.638357","148.592896","146.307306","148.539726"
"INTL.54-2-NIC-TBPD.A","        Nicaragua","","","","","","","","13","13","13","13","11.999999999","14","13.8","13.9","14.2","13.9","13.3","12.7","15.1","15.1","16","17.4","18.5","19.5","22.4","23.8","24.17490163934426","25.63999013698629","25.490467945205463","26.905920000000005","28.04474644808744","27.656869041095884","28.27936986301367","29.775775342465753","28.26403825136612","28.97368876712331","28.96257753424654","31.051009315068534","29.64997595628415","30.191132054794522","31.716337534246563","36.148246","36.130356","35.3213698630137","34.34432876712329","35.10704109589041","34.757547039941045","33.80217845877605","35.572276528998216"
"INTL.54-2-NER-TBPD.A","        Niger","","","","","","","","4","4","4","3","3","3","2.5","2.4","4.23311","4.23347","4.38471","4.46127","4.44863","4.64876","4.74876","4.74876","4.84863","4.84876","4.84876","4.848767123287671","3.7954644808743176","3.6427945205479424","3.8171232876712273","4.285616438356172","4.5690163934426185","4.263671232876712","4.352301369863012","4.920465753424656","5.44647540983607","6.64438356164383","8.396082191780819","8.079852054794515","11.98668630062105","13.999496580821523","12.642210794520617","13.803710657534","12.833668479452","12.077424657534932","12.848082191780685","13.781342465753","13.235610410918119","12.189858872138455","12.57309150410959"
"INTL.54-2-NGA-TBPD.A","        Nigeria","","","","","","","","170","200.000000001","215","202","210","222.000000002","208.1","217.8","233.9","244.2","250.6","257.8","265","271.7","253","282.3","285.2","276.7","259.6","252","227.3540688524587","286.82189150684906","292.19626958904104","280.22463890410955","280.1879781420762","309.57034630137","249.888259726027","217.45147616438322","276.6791387978141","237.17178301369884","292.277931660274","279.6620538630137","277.6311236721311","429.2737514958904","454","410","424.894508","425.8452328767124","452.2824931506849","483.074712328768","493.49799178104576","498.83731179231324","514.520082658904"
"INTL.54-2-NIU-TBPD.A","        Niue","","","","","","","","0.02","0.02","0.02","0.02","0.02","0.02044","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.0204383561643836","0.04679125683060113","0.04814643353424658","0.0464020547945205","0.04338810958904106","0.04339877049180329","0.04494538369863019","0.04465152041095895","0.041302753205479485","0.06607111303278686","0.04306010482794536","0.0401045050785749","0.04483699559845832","0.04410332769422814","0.04755010882829073","0.04920944271041742","0.053803","0.052151","0.0499706849","0.0517347946","0.054092328767","0.051282240437158476","0.05551156164383562","0.058196148252356174"
"INTL.54-2-PRK-TBPD.A","        North Korea","","","","","","","","48","51","52","57","60.000000001","64","68.57788","69.77788","64.47","63.6686","72.98138","76.7","74.16706","71.66309","70.36209","62.95604","47.83099","40.23096","35.26132","77.56377072876712","20.36322404371585","22.51001534246575","22.573004931506894","21.986090958904068","22.10953551912572","18.61871123287671","14.249445479452058","17.037799452054795","17.41789180327869","17.0377304109589","16.95118465753424","17.393925479452054","16.693477595628423","18.103752328767122","17.245852054794526","19.529684","20.782171","18.936921150699998","18.7887567671","20.293499205523","19.23252252459016","16.028197261749526","16.803334509059905"
"INTL.54-2-MKD-TBPD.A","        North Macedonia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","19.4","21.3","18","18.5","23.4","21","22.3","20","18.649207650273215","15.424547945205479","17.610630136986284","16.869945205479453","17.201256830601082","17.650301369863012","18.275561643835623","20.14865753424658","17.90174863387979","18.7994794520548","18.40268493150685","18.996684931506852","18.728306010928964","18.759589041095893","18.702630136986294","20.495726027397303","21","21.93073630136986","20.942760465753423","22.67960547945206","19.539753177962215","21.701441881562886","22.148215101369935"
"none","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-2-NOR-TBPD.A","        Norway","","","","","","","","200.3","185","167","165","188.273224","196.934247","201.243835","204.032876","196.092895","189.734248","199.375342","189.479452","188.502732","194.835617","200.117809","208.158905","219.008197","220.276712","221.397261","221.621916","209.172131","222.219178","220.090412","230.079452","217.502732","221.701369","227.2","238.361644","223.352459","222.887672","233.323289","227.545204","226.877049","230.706849","226.895891","232.39726","229.647542","236.882192","242.49863","235.030136","217.693988","222.39726","218.10137"
"INTL.54-2-OMN-TBPD.A","        Oman","","","","","","","","17","17","20","21","25.000000001","30","29.6","26.7","26.2","31.3","38.5","38.5","39","38.9","39.79315","41.9","46.28797","48.28054","49.76353","53.76353424657534","63.63484900546455","71.66070698082189","81.21777810410953","77.72368398904109","72.29761691803266","80.32555129863015","89.65440696986312","101.57954476712334","131.5993953661202","109.40274235616448","123.65848223561649","134.7570808109589","151.53476655737703","148.08471232876713","165.08471232876713","188","179","205.565698630137","236.68150684931507","234.18005479452057","184.6224730627907","193.01572670117136","210.92611798682137"
"INTL.54-2-PAK-TBPD.A","        Pakistan","","","","","","","","103.999999999","113","134","137","140","159.999999999","165.9","180.1","192.5","206.4","219.1","220.9","226.7","257.1","283.3","299.1","326.8","332.7","346.9","350.3","377.44994098360644","365.4617216438356","362.4653106849317","301.74325589041075","330.4530830601097","340.2751736986303","379.08873534246584","400.5388794520549","395.559449180328","398.33391728767106","411.2410743890415","413.31714836712314","420.30972767213115","461.65448752876733","497.81290915616404","526","597.0075663013698","594.0387698630134","491.393838359864","493.384219178083","453.7090920635921","507.3445840126441","473.1920311401696"
"INTL.54-2-PSE-TBPD.A","        Palestinian Territories","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","3.1","5.2","5.7","7.062923497267765","10.264468493150687","8.981495890410947","9.750780821917813","15.948590163934426","20.015517808219172","16.882767123287618","17.600090410958902","15.379262295081967","15.823536986301367","15.523205479452058","17.131591780821925","16.685327868852458","18.578073972602745","20.377123287671207","22.718098630136993","24.001","24.235007","24.235007","24.6305513229589","23.90567742622951","27.423739262966553","29.120591584941703"
"INTL.54-2-PAN-TBPD.A","        Panama","","","","","","","","77.999999999","77","73.999999999","76","75.000000001","65","66.5","69.8","67.7","66","70.3","70","72.2","70.9","80.9","85.2","72.7","76.5","85.1","52.7","87.78633224043718","94.18971068493151","89.44552438356166","93.41197260273972","90.79745901639336","91.40865753424656","101.45534246575343","95.27082191780828","111.32836065573775","108.75583561643832","125.32671232876719","124.86471232876721","135.56978142076505","135.00353424657524","139.40643835616433","147.021178","155.043452","166.5869589041096","160.71258054794518","143.66060273972602","135.90551346378763","138.72553873168076","145.99009421366864"
"INTL.54-2-PNG-TBPD.A","        Papua New Guinea","","","","","","","","12","12","12","12","13.999999999","13.999999999","14.4","16.09534","14.99508","15.39534","15.59534","15.39534","15.29508","15.29534","14.99534","15.0968","15.09654","15.49686","14.89674","14.89674837260274","17.85923973961747","21.206277672054775","22.534522452054784","25.634915614630156","29.773717921967222","28.543923833972606","28.89176993369867","31.051825027945196","26.81519800189424","30.887859304109927","26.87220680547968","28.492693567123325","26.89287861251599","27.379790578767178","29.48248869150741","34.946047041752","38.157873740573","37.84527698630159","37.408955385902274","38.174981587828","26.306498642020955","25.651295314861173","26.891813835616524"
"INTL.54-2-PRY-TBPD.A","        Paraguay","","","","","","","","9.900000001","9.100000001","8.999999998","9.5","10","11","10.9","13.7","12.9","16.7","16","14.7","16.7","17.7","20.3","22.5","19.27886","20.6","23.8","28.263534246575343","22.984409836065588","23.65662575342467","25.033501369862982","26.001570410958912","26.080742076502705","24.250271780821915","26.206958904109555","27.344356164383555","28.262923497267813","29.32978082191784","33.2579726027397","33.82789041095886","35.777923497267714","35.44024657534242","37.19726027397264","46","54","54.69410958904108","57.7851506849315","56.86967123287671","52.0320992643631","54.48602909007129","57.339265646262234"
"INTL.54-2-PER-TBPD.A","        Peru","","","","","","","","133","137.000000001","136","124","127","125.000000001","135.8","138.3","141","121.3","121.8","113.2","119.3","125.6","131.5","142.1","154.4","157","158.7","167.3","166.0486928961749","155.02250739726014","154.5791594520549","152.63692273972583","169.92124918032783","167.75477260273962","167.42280657534243","161.18698849315072","190.1030502732241","197.1076021917808","203.9314038356164","215.75992657534252","226.05754754098362","228.57017095890416","223.98344438356168","234","246","247.07863013698628","256.0179178082192","265.50035616438356","207.62449207850366","200.54832706642995","210.40439815364033"
"INTL.54-2-PHL-TBPD.A","        Philippines","","","","","","","","225","212","208.999999998","195.000000001","167","152","158.3","189.3","196.1","230.5","234.9","235","259.7","285","303","327","346","364.2","382","370","354.1244939890713","347.7792832876712","334.28033863013684","331.62084712328726","334.3432852459019","312.8729424657534","299.2173402739728","306.0741150684928","310.94069617486326","292.5521008219179","315.607515616438","300.55977863013675","313.08782950819705","326.64175561643805","348.27259726027387","378","407","443.4596438356164","458.7543287671233","527.37208219178","373.05044762579655","432.4752969863014","453.39017232876716"
"INTL.54-2-POL-TBPD.A","        Poland","","","","","","","","386.8","346","318","325","314.442623","316.898632","330.575342","340.109589","340.065573","340.339726","280.109589","271.430137","278.721312","293.361644","304.230137","317.635617","361.4153","391.252056","403.808219","420.208219","411.234973","404.68767","406.432876","430.613698","454.136613","471.022448","502.271233","523.723289","539.507103","543.70411","567.589042","558.583562","533.283061","504.964385","504.39726","540.668492","582.172131","657.764384","679.873973","697.723289","660.524725","696.964441","714.835853"
"INTL.54-2-PRT-TBPD.A","        Portugal","","","","","","","","154.3","140","184","185","190.715847","179.863014","196.139727","192.161643","203.934427","249.156164","251.139725","252.060274","278.887978","265.509589","270.912329","290.30411","280.571038","298.175342","325.978081","336.852055","332.704919","333.873972","343.161645","325.983562","327.959017","336.920548","302.726027","307.991781","292.576503","276.071234","273.663014","256.361644","230.254098","234.161643","233.460275","237.350686","237.133879","241.936987","231.539726","249.106849","202.912569","212.032836","233.301279"
"INTL.54-2-PRI-TBPD.A","        Puerto Rico","","","","","","","","106.000000001","106.000000001","106.000000001","106.000000001","106.000000001","106.000000001","105.99999999999993","105.99999999999997","105.99999999999996","105.99999999999994","106","106.00000000000004","106.00000000000009","106.00000000000004","106.00000000000007","106.00000000000001","106.00000000000004","106.00000000000007","106.00000000000004","105.99999999999993","201.3548360655737","213.8641589041096","212.04521369863014","217.8092520547946","222.76292076502736","215.21369863013697","186.6635561643835","180.25419726027397","166.50096448087436","155.61562739726034","126.32391232876715","142.53403835616436","141.02299180327873","116.24924109589041","107.71506849315074","108.71506849315072","96.74601717144492","107.2750575343","100.3775232877","79.013698635","74.58902240437158","77.78576165362182","80.04144373516318"
"INTL.54-2-QAT-TBPD.A","        Qatar","","","","","","","","16.999999998","18.000000001","20.999999999","22","24.000000002","25.000000001","27.67534","28.9","26.95","27.663","27.67","28","30","31.5","32.4","34.5","39.8","40.31824","41.5","59.2","50.63740983606562","63.412875616438356","92.07486027397259","88.19697643835612","81.5723715846995","96.01848328767127","121.89454136986303","138.92005726027392","172.4032601092895","184.8501293150684","196.60295397260285","185.73667726027392","228.0037595628415","222.4570542","257.4632599287671","264.7665687780822","267.17263221917807","277.79825146302056","299.66553424657536","293.83643835616436","260.4205743089203","279.340779125509","296.6250753"
"INTL.54-2-REU-TBPD.A","        Reunion","","","","","","","","4.3","4.3","4.7","5.4","6","5.9","5.70603","6.40603","7.51459","8","8.54689","9.94877","10.4","13","13.5","13.3","13.3","13.3","17.1","17.1","14.894008196721304","14.889978082191783","15.284767123287665","15.526268493150686","17.20223497267759","16.39482465753424","15.280079452054792","14.540742465753423","16.255704918032784","16.95151506849315","18.587578082191772","18.042720547945205","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.54-2-ROU-TBPD.A","        Romania","","","","","","","","374","345.000000001","340","320","307","320","321.7","339.8","329.8","345","382.7","277.5","249.8","248.1","220.6","244.1","256.4","270.1","249.5","209.8","212.48165792349727","233.59287650273225","226.28448109589053","219.6053621917808","224.02327978142074","224.55977095890412","217.62662794520548","222.8103495890411","215.73361530054643","192.88095452054804","191.74679999999992","185.07941150684925","189.62862295081968","183.83503452054796","184.60230027397262","190.10863","198.238986","209.92367123287673","208.19742465753424","222.2365205479452","209.560654002459","216.72378710595163","221.18553510411033"
"INTL.54-2-RUS-TBPD.A","        Russia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","4424","3272","2660.9","2782.3","2695.5","2593.8","2463.1","2537.3","2564.043273814207","2601.4340009315074","2576.3257458520548","2589.5849902465743","2583.508376306011","2619.7437039452057","2726.822822093151","2710.9208268712337","2847.2172411038246","2749.206919528767","2965.641449117808","3130.776540734247","3179.368419977996","3345.934492367123","3607.432985013699","3659","3576.689","3427.4468421917804","3462.5578794520547","3698.9679452054793","3383.478931534247","3664.665402521899","3684.299938091214"
"INTL.54-2-RWA-TBPD.A","        Rwanda","","","","","","","","1.1","2.5","2.399999999","2.699999999","4.399999999","4.5","4.55473","4.49123","4.5","4.59123","4.9","5","5","4.6","4.7","4.8","4.8","4.8","4.8","4.8","4.190182818870861","4.184231957807901","4.275489949041353","4.16706990684919","4.15148779646648","4.1672502767122","4.208304263013574","4.248771391780502","4.343302244553921","4.500773150684622","5.000208219177704","5.507576438355823","6.075999550865229","6.442358904109299","6.56148904109681","7.014845684932","7.108368260274","7.153901917717","7.710930410987","8.299726027398","7.542027397260273","8.717014493150685","8.991065649315066"
"INTL.54-2-SHN-TBPD.A","        Saint Helena","","","","","","","","0.021726027","0.02","0.02","0.02","0.02","0.02044","0.02043","0.04215","0.04204","0.04215","0.04215","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.0204383561643836","0.0851912568306011","0.0848676712328767","0.0885767123287671","0.0873194520547945","0.0565822404371584","0.0715457534246576","0.065498904109589","0.0828145205479452","0.0670950819672131","0.0631229041095891","0.071834794520548","0.069993698630137","0.0773155737704918","0.0743150684931507","0.0705482191780822","0.065116","0.06541","0.0694986301","0.0654109589","0.087893150685","0.08389590163934427","0.07849150684931507","0.0809591737283288"
"INTL.54-2-KNA-TBPD.A","        Saint Kitts and Nevis","","","","","","","","0.4","0.4","0.4","0.4","0.4","0.4","0.34235","0.34235","0.36336","0.36353","0.36353","0.48471","0.48448","0.6","0.7","0.6","0.7","0.7","0.7","0.7","1.2905710382513664","1.3493041095890406","1.4566054794520542","1.459783561643835","1.6141311475409836","1.4741205479452077","1.5239698630137002","1.6078958904109564","1.6022540983606595","1.6399041095890454","1.651306849315064","1.704854794520546","1.6806284153005475","1.6765205479452092","1.698424657534248","1.742832","1.790663","1.8020410958","1.8198547945","1.8198547944999999","1.5326212318157162","1.7073543031823968","1.7967622356164388"
"INTL.54-2-LCA-TBPD.A","        Saint Lucia","","","","","","","","0.799999998","0.6","0.799999998","0.7","0.7","0.900000001","0.90297","0.97973","1.24121","1.2416","1.2416","1.2416","1.24121","1.2416","1.47338","1.47338","1.47291","1.47338","1.47338","1.4733972602739727","2.5055066475409826","2.755016522904106","2.452114972219177","2.7477756225205523","2.705728904371582","2.7893648482191775","2.8082760460273994","2.9007703975890458","2.9713838251366105","2.9140679460822","3.04105974345206","3.084711937095888","3.062541197032785","3.063420810958898","3.0955886136986317","3.112541","3.14522","3.3946178082","3.1247967123","4.540958520517808","3.8239504389838546","4.193147298111515","4.271652814300069"
"INTL.54-2-SPM-TBPD.A","        Saint Pierre and Miquelon","","","","","","","","1","1","0.9","1","1","0.9","1.10791","1.40791","1.41029","1.71032","1.6086","1.51032","1.4","0.8","0.8166","0.5166","0.51655","0.3","0.4","0.4","0.4571857923497272","0.4584383561643839","0.4993150684931509","0.5635616438356165","0.541639344262295","0.5635616438356165","0.5635616438356165","0.5839999999999995","0.582404371584699","0.5839999999999995","0.6044383561643835","0.6085260273972605","0.598710382513661","0.6146575342465755","0.6499890410958903","0.6499890410958903","0.66","0.6499890411","0.704204109","0.6087219173150685","0.556793","0.4261560298412741","0.4310319999999999"
"INTL.54-2-VCT-TBPD.A","        Saint Vincent/Grenadines","","","","","","","","0.3","0.3","0.3","0.3","0.3","0.3","0.25295","0.25295","0.29824","0.48473","0.50911","0.48473","0.5845","0.48473","0.88187","0.98187","0.88139","1.03777","1.13366","1.1336712328767125","1.0770866120218576","1.2838484931506848","1.3965249315068498","1.450530958904109","1.5817483606557385","1.5966383561643844","1.5986821917808225","1.6344438356164386","1.6166355595628414","2.2443746958904107","1.6167058868493156","1.497704090684932","1.8328108521857944","1.5087936972602742","1.6037410958904108","1.6210698630136948","1.619","1.8869561644000001","1.6979082191","1.4736352290958905","1.240978620218579","1.714080821917808","1.803841010958904"
"INTL.54-2-WSM-TBPD.A","        Samoa","","","","","","","","0.7","0.7","0.8","0.8","1.000000001","0.8","0.7","0.7","0.7","0.9","0.9","0.9","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.9","1.3769246686630765","1.418991780822315","1.444965249178274","1.502197832924068","1.5233758354140716","1.548262008899616","1.605045714739507","1.7229658187495491","1.7666073060733503","1.8600507661773291","1.861452634921822","1.8832526305233421","1.8966375490855516","1.8617472768012473","1.891177830177356","2.2213944660130003","2.347804415458","2.339359415961","2.286816208581","2.489695980027","2.359530642076503","2.119152045009989","2.2216359835616437"
"INTL.54-2-STP-TBPD.A","        Sao Tome and Principe","","","","","","","","0.199999999","0.199999999","0.199999999","0.199999999","0.199999999","0.199999999","0.22117","0.22117","0.22112","0.22117","0.42117","0.44555","0.44543","0.44555","0.54555","0.54555","0.54543","0.54555","0.54555","0.5455616438356164","0.43393442622950906","0.4295863013698636","0.48010136986301344","0.5343726027397259","0.6130710382513656","0.6600410958904109","0.6861369863013703","0.7051945205479453","0.7732459016393439","0.830246575342465","0.9056383561643842","0.9334438356164393","0.9854234972677596","0.9881232876712335","0.9881232876712335","1.027442","1.068022","1.0853397261","1.0686027398","1.167271232877","1.114558210382514","1.048820160958904","1.0817936465753426"
"INTL.54-2-SAU-TBPD.A","        Saudi Arabia","","","","","","","","610.000000001","670","720","790.000000001","850.000000001","938.999999999","974","975","989.9","950.1","1108.1","1158.9","1228.9","1260","1278.1","1254.4","1332.7","1382.6","1438.5","1500.2","1568.9458797814204","1607.4497594520553","1657.0254032876708","1700.0134410958904","1852.032615792351","1936.5135999999998","2030.45368219178","2372.9716164205474","2518.278415298361","2750.352904065753","3007.9","3133.1","3356.9","3314.3","3537.3","3599.803642","3515.9","3706.4050958849316","3504.638466420548","3594.1883561917807","3313.6771986846857","3341.425611731638","3648.9675512218105"
"INTL.54-2-SEN-TBPD.A","        Senegal","","","","","","","","17","17","17","15.999999998","20","19","19.5","19.2","16.3","16.9","17","15.7","19","19.6","23.4","25.3","25.3","23.5","25.2","27.8","31.59930273224041","34.58124493150686","33.67693698630134","33.328922739726075","35.62371038251369","36.99086246575338","36.22536767123288","38.18382465753427","39.293137704918024","36.38701369863016","37.9313928767123","39.74772931506853","38.527659016393486","39.7963068493151","43.35996821917808","47.9041","49","51.07443835616438","52.11027397260275","57.517013698631","52.14931632687106","53.349255059821765","55.02648362191806"
"INTL.54-2-SRB-TBPD.A","        Serbia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","89.97166666666654","91.67701369863022","86.1822677595629","83.53378082191779","80.82756164383561","80.50271232876709","70.62363387978144","73.72120547945205","70.16852054794525","72.73424657534252","74","73.89155624657535","72.46682328767123","79.21838356164383","72.88635789908516","80.56878655496469","82.22747674246602"
"INTL.54-2-SYC-TBPD.A","        Seychelles","","","","","","","","1.499999999","1.200000001","1.099999999","1.900000002","1.999999999","2.099999999","1.99491","2.10709","3.12792","3.25369","2.91917","3.30388","3.28248","3.3827","3.3827","3.50388","3.5036","3.71917","3.71917","3.719178082191781","6.020389890710387","6.491224931506845","5.679953150684933","5.625340000000007","7.908619125683064","7.154697534246581","7.59146821917808","6.273947397260276","6.826160491803283","7.40849523287671","6.733201643835613","5.746809863013695","6.5971027322404385","5.958139178082195","6.973240000000005","7.225152","8.048356","8.4145079452","7.469259178082","7.497610136986","7.158929051303704","5.3623369863013695","5.530921712328768"
"INTL.54-2-SLE-TBPD.A","        Sierra Leone","","","","","","","","5.000000001","5.000000001","5.400000001","5.000000001","5.000000001","5.500000002","5.80669","6.30705","7.00768","6.7079","6.80793","7.20822","5.2055","5.20571","5.4","5.70596","5.60594","5.90607","5.90611","5.906110520547945","3.031958569129559","3.8100274794516418","3.812061917808534","3.935711260274287","3.915573081069065","3.586814520548258","4.381036438356336","4.080486575342864","3.985462882700652","4.033946027396828","4.308598630137014","5.471328219178387","6.258456673403268","7.438085205479204","8.131901643836088","6.528169849315","6.682312232877","6.596632876656","6.534594520438","5.949691123288","5.6811034374915","8.797298931506848","9.073874095890414"
"INTL.54-2-SGP-TBPD.A","        Singapore","","","","","","","","202","214","221.999999999","220","235","227","257.4","285","302.6","329.2","363.2","376.7","412.9","445.8","512","492","585.6","630.7","668.1","710","718.0273424808738","764.9039977863013","758.7692906958896","773.8260427397264","822.1597431693996","856.4292361643829","933.8215967123291","990.0163780821923","1008.4603421912565","1028.2778608219187","1171.4969976547948","1265.6729797260282","1251.9141857923494","1249.122302465754","1235.508750684931","1267","1352","1444.4927671232879","1482.9381452054795","1447.964684931507","1276.9870511903794","1401.997180539726","1469.798963561644"
"INTL.54-2-SVK-TBPD.A","        Slovakia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","64.490411","65.315068","64.643837","68.16779","73.69589","74.558857","69.80654266708704","66.765028","71.673973","80.071233","74.939726","74.57377","79.16862938587643","79.10715361916772","83.293152","85.590163","80.536987","83.6","82.969864","76.057376","77.232876","73.321462","79.330077","81.669399","90.284932","91.55662","85.213697","86.581967","91.142465","91.309589"
"INTL.54-2-SVN-TBPD.A","        Slovenia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","33.226775","39.983562","43.230137","47.59726","55.814208","54.819178","52.131508","52.454794","50.161202","52.065754","50.545205","51.263014","52.431694","53.682192","55.476712","55.276712","64.065574","54.830137","55.473974","55.00822","54.068306","51.383562","50.367124","49.408219","52.319672","53.750684","56.786301","54.942466","45.87965002739726","49.52309602739726","53.027397"
"INTL.54-2-SLB-TBPD.A","        Solomon Islands","","","","","","","","0.7","1","0.899999999","1","1","0.899999999","0.82117","0.958","1.1607","1.16114","1.16114","1.16114","1.1607","1.16114","1.16114","1.16114","1.1607","1.16114","1.16114","1.1611506849315067","1.7204582768176342","1.8016898630136025","1.8609927671236024","1.9460863561643014","2.06909551044259","2.121085260274384","2.196870301370082","2.3387587397259866","2.3720456978810436","2.4525193424659175","2.532339616438835","2.6189249315067804","2.626452099707377","2.6211294794530002","2.466992712328384","2.248239438356","2.139318383562","2.150723945228","2.255701205505","2.221708164384","2.105553642076503","2.040212602739726","2.138879073972602"
